,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,y1
2625,4.46,1092835.38,-2022.76,0,3.22,3.58,-1,0,-3,18,0
2626,1.15,281591.34,-236157,1679.94,376.1,1,-1,1,-3,12,0
2627,16.77,1705294.68,-656461.69,30550.85,791.63,3.5,3,0,1,18,0
2628,1.02,200311.06,88770.14,0,-60.97,2.25,3,0,1,18,0
2629,74.7,18296210.52,161838.16,195990.56,-257.74,6.83,3,1,1,18,0
2630,3.62,710554.23,-3342,222409.2633,2.3,1.67,3,-2,1,-4,0
2631,1.98,388234.66,-178045.28,0,122.29,6.67,3,0,1,41,1
2632,2.29,232979.82,-7629.85,5693.945,9.2,3.42,3,0,1,15,0
2633,10.65,2608995.64,-164365.13,3208.34,261.77,6.92,3,0,1,29,1
2634,2.99,421317.39,-1742.18,2846.83,1.71,3.17,3,1,1,16,0
2635,6.85,2732250.21,2373.98,0,-3.96,2.33,3,0,1,12,0
2636,0.24,59858.19,1409.61,222409.2633,-2.24,1.83,3,-2,1,-4,0
2637,6.32,642281.08,23880.34,7949.525,-28.8,4.67,-1,0,-3,21,0
2638,1.17,468280.63,13874.83,3458.84,-23.12,1.33,-1,0,-3,15,0
2639,0.14,26831.09,-73852.19,222409.2633,50.72,1.5,3,-2,1,-4,0
2640,0.1,39775.24,-24409.82,326.885,40.68,6,3,0,1,28,1
2641,7.53,1475561.37,-337989.01,222409.2633,232.14,2.92,3,-2,1,-4,0
2642,0.16,38371.29,-7461.22,222409.2633,11.88,6.75,3,-2,1,-4,0
2643,0.04,6039.61,83.29,0,-0.08,2.17,-1,0,-3,12,0
2644,325.37,129743873,1618348.36,93586.74,-2697.25,2.92,3,1,1,21,0
2645,2.12,845623.74,23443.19,43689.32,-39.07,2.67,-1,0,-3,30,0
2646,0.18,44160,-62696.86,3095.91,99.85,1.25,-1,1,-3,14,0
2647,816.92,83084757.44,-11479185.97,813570.495,13842.85,18.33,3,1,1,18,0
2648,16.64,2341568.76,236476.55,25521.12,-231.84,21.33,3,0,1,15,1
2649,27.85,3918804.02,1981914.3,138300.815,-1943.05,11.58,3,1,1,18,1
2650,27.67,6777063.17,1671091.36,184617.88,-2661.38,2.08,3,1,1,17,0
2651,18.69,4578522.27,151503.47,0,-241.28,15.42,3,0,1,18,1
2652,46.78,6581844.21,14822.31,144999.785,-14.53,13.83,3,1,1,20,1
2653,9.46,3770536.61,84985.61,15169.725,-141.64,2.67,3,0,1,21,0
2654,101.45,9268774.8,24845.97,473182.415,-23.57,4.75,-1,1,-3,16,1
2655,28.04,5496649.34,38748.33,130210.985,-26.61,4.83,3,1,1,21,1
2656,11.32,4513628.52,106909.76,80592.34,-178.18,5.67,3,0,1,21,1
2657,1.89,1047828.74,3394.48,15949.16,3394.48,5.42,3,1,1,14,1
2658,11.98,1218809.21,-9201.98,3446.35,11.1,3.17,-1,0,-3,29,0
2659,4.3,1053547.95,416978.36,222409.2633,-664.08,1.33,3,-2,1,-4,0
2660,23.05,3243670.94,365049.67,17612.29,-357.89,3.42,3,1,1,18,0
2661,12,672566.38,-27155.77,7968.22,13.58,10.25,3,1,1,11,1
2662,54.06,10598230.41,-272120.77,168774.835,186.9,5.17,3,0,1,15,1
2663,28.29,5546850.07,930953.05,214963.015,-639.41,4.33,-1,0,-3,18,0
2664,2.15,858980.58,55829.21,7410.495,-93.05,3.17,3,0,1,15,0
2665,0.3,119112.87,-13775.15,0,22.96,6.42,3,0,1,45,1
2666,0.19,46650.48,-8176.13,1261.53,13.02,2.75,-1,0,-3,16,0
2667,2.91,570576.99,-293456.05,0,201.56,3.75,3,0,1,36,1
2668,3.85,942935.39,53797.96,3309.43,-85.68,2.83,3,0,1,12,0
2669,611.33,149730751.9,332292.61,801.435,-529.21,2.92,3,0,1,18,0
2670,15.88,3888875.27,48399.85,13444.655,-77.08,6.5,-1,1,-3,18,0
2671,0.62,120792.09,423.74,0,-0.29,1.67,-1,0,-3,21,0
2672,26.99,5290316.4,20138.58,99567.095,-13.83,5.83,3,1,1,13,1
2673,1.85,103817.42,4510.04,222409.2633,-2.26,1.42,3,-2,1,-4,0
2674,7.54,4174472.74,24081.35,61906.345,24081.35,5,3,0,1,21,1
2675,26.45,6479363.55,286566.67,64118.31,-456.39,15.83,3,1,1,21,1
2676,0.95,377811.62,-1019.01,7150.485,1.7,6.42,3,0,1,21,1
2677,0.57,140111.61,-4056.97,0,6.46,2.42,3,0,1,18,0
2678,2.56,1419038.55,24890.36,6586.46,24890.36,3.58,3,1,1,21,0
2679,4.13,1647410.55,6650,3677.24,-11.08,2.83,3,1,1,21,0
2680,406.99,162289959.6,288529.75,2551451.83,-480.88,15.83,3,1,1,20,0
2681,1.46,581243.39,-1902.61,3918.8,3.17,2.92,3,1,1,16,0
2682,122.64,30036657.92,428022.36,157567.035,-681.67,5.25,3,1,1,17,1
2683,2.36,576991.12,-70639.12,2366.275,112.5,5.25,3,1,1,17,1
2684,146.63,35912788.09,-627038.06,22035.475,998.62,3.33,3,1,1,18,0
2685,0.83,162761.06,2557.07,360.265,-1.76,1.42,-1,1,-3,12,0
2686,144.94,57795329.5,2871403.33,2912146.12,-4785.67,12.25,3,1,1,26,0
2687,53.08,13000082.35,482952.66,295994.985,-769.15,3.5,3,1,1,17,0
2688,2.13,522373.43,-15289.46,34652.69,24.35,1.83,3,0,1,21,0
2689,6.36,646670.16,-168352.52,1545.055,203.02,2.67,3,1,1,23,0
2690,68.74,9672653.76,874304.99,155262.375,-857.16,3.25,3,1,1,14,0
2691,0.06,12300.88,-323795.94,0,222.39,2.67,3,0,1,9,0
2692,9.55,2339440.51,14530.44,3323.18,-23.14,4.25,3,0,1,18,0
2693,1.51,295312.76,-376392.44,349.9,258.52,8,3,0,1,30,1
2694,26.55,2700316.18,722137.33,126732.89,-870.83,8.58,3,1,1,18,0
2695,19.59,4798974.15,23271.59,19374.185,-37.06,1.33,3,0,1,12,0
2696,3.84,753629.69,-260280.97,26669.595,178.77,5.75,3,1,1,17,1
2697,0.73,179817.13,-1875.7,222409.2633,2.99,6.33,3,-2,1,-4,0
2698,7.47,1464270.39,51645.44,2377.085,-35.47,2,-1,1,-3,16,0
2699,23,4509432.06,32698.67,78033.965,-22.46,15,3,1,1,21,1
2700,3.84,753194.42,3610.04,0,-2.48,6.25,3,0,1,21,1
2701,0.94,231428.39,-12469.19,0,19.86,7,-1,0,-3,33,1
2702,311.16,31646177.42,2792004.09,234827.94,-3366.9,16.67,3,1,1,18,0
2703,0.95,231588.52,-31441.22,1362.475,50.07,1.33,-1,1,-3,17,0
2704,3.31,811127.36,11835.31,2409.22,-18.85,2.67,3,0,1,21,0
2705,55.5,10880871.02,-453859.77,222409.2633,311.73,4.83,3,-2,1,-4,1
2706,13.54,3316766.53,-68565.77,87837.085,109.2,5.42,3,1,1,20,1
2707,92.15,6634415.05,-969076.07,333003.945,413.17,3.25,3,1,1,17,0
2708,0.01,4729.79,-7660.49,29470.475,12.77,5.75,-1,0,-3,21,1
2709,17.37,4253994.28,508701.53,106349.86,-810.16,6.75,-1,0,-3,24,1
2710,31.34,7675084.13,320610.6,114129.32,-510.6,5.08,-1,1,-3,18,1
2711,2.33,569569.02,-7727.56,883.02,12.31,1.33,3,0,1,14,0
2712,191.8,37600331.88,717474.9,1046665.085,-492.78,3.83,3,1,1,17,1
2713,14.25,2004962.92,83487.67,19918.965,-81.85,3.67,3,0,1,18,0
2714,6.01,1472507.93,25225.87,23824.855,-40.17,3,3,0,1,18,0
2715,6.84,1340141.1,-476074.55,138384.66,326.98,3.92,3,0,1,15,1
2716,3.62,1441689.23,-139740.4,5990.33,232.9,6.08,3,1,1,11,1
2717,4.76,267011.63,2542.73,0,-1.27,6.42,-1,0,-3,18,1
2718,25.62,5023195.01,64257.77,19942.065,-44.13,3.25,3,0,1,20,0
2719,20.9,2125287.25,-112847.43,8107.68,136.08,4.67,3,0,1,18,1
2720,630.08,154322705.6,66365.23,94321.475,-105.69,4.75,3,1,1,18,0
2721,85.51,4793773.62,21762.76,176797.43,-10.88,2.92,-1,1,-3,17,0
2722,0.55,302114.6,-464705.11,3569.68,-464705.11,3.08,-1,0,-3,21,0
2723,3.76,1501125.19,-107649.35,762.165,179.42,1.25,3,0,1,12,0
2724,0.92,224545.59,-627483.32,-138445.685,999.33,4.92,-1,0,-3,17,0
2725,0.36,87522.13,-132024.96,2860.44,210.26,2.08,3,0,1,20,0
2726,6.02,1473903.52,36476.4,4840.735,-58.09,3.08,-1,1,-3,17,0
2727,5.62,2241334.42,-83395.7,222409.2633,138.99,1.58,3,-2,1,-4,0
2728,6.06,1187130.44,-31711.52,14455.115,21.78,2.42,3,0,1,21,0
2729,69.47,13618890.71,492103.35,198325.4,-337.99,3.25,3,1,1,18,0
2730,11.93,1678113.07,-81478.04,3297.86,79.88,6.25,3,0,1,19,1
2731,7.41,753570.8,25628.52,1818.165,-30.91,9.75,3,0,1,10,1
2732,2.54,356865.44,-1146.19,760.61,1.12,3.92,3,1,1,14,1
2733,1.87,367172.75,-1105.76,0,0.76,3.42,-1,0,-3,18,0
2734,3.42,347881.05,-404463.07,0,487.75,9,3,0,1,18,1
2735,0.01,4587.16,-12.84,206.42,0.02,1.25,-1,0,-3,15,0
2736,0.6,148096.31,1825.29,0,-2.91,1.75,3,0,1,12,0
2737,0.69,168503.92,-500801.76,22775.755,797.58,17,3,1,1,18,1
2738,50.51,7107326.71,539302.64,54725.6,-528.73,6.08,3,1,1,18,1
2739,13.53,1236144.41,46914.88,15753.53,-44.5,5.08,3,1,1,16,1
2740,0.22,42772.29,2815.8,222409.2633,-1.93,1.5,3,-2,1,-4,0
2741,2.39,954665.22,-27222.83,222409.2633,45.37,5.42,3,-2,1,-4,1
2742,0.25,22573.58,-122713.19,100.085,116.39,3.75,3,0,1,21,1
2743,0.26,63982.3,-269.15,8593.425,0.43,5.42,-1,0,-3,21,1
2744,0.39,54356.44,-1800,0,1.76,14.42,3,0,1,18,0
2745,49665.86162,16523791.02,-116591.1,0,185.68,3.92,3,0,1,33,1
2746,19.16,4693024.31,71749.17,0,-114.27,3.67,3,0,1,18,0
2747,10.03,4000032.5,-399993.15,23597.985,666.66,9.92,3,1,1,21,1
2748,4.98,506075.16,204757.87,0,-246.92,17,3,0,1,21,1
2749,3.09,314396.06,16578.17,0,-19.99,4.92,-1,0,-3,21,0
2750,13,2548797.75,-86774.58,2705.745,59.6,5.75,-1,0,-3,16,0
2751,0.75,298421.37,-30587.75,5393.98,50.98,21.25,3,0,1,32,1
2752,96.37,38428551.46,31633.14,183179.12,-52.72,3.5,3,1,1,16,0
2753,49665.86162,16523791.02,-38400,1543.68,46.31,6.33,3,0,1,27,1
2754,9.49,5257285.85,40677.32,4222.46,40677.32,1.67,3,1,1,14,0
2755,17.56,4300671.95,-6537.54,-248952.46,10.41,3.08,3,0,1,21,0
2756,23.92,13249705.2,83082.82,-1422393.535,83082.82,8,3,0,1,17,1
2757,41.58,10182861.57,94124.5,344093.37,-149.9,10.5,3,1,1,17,1
2758,54.9,7724355.59,107438.98,49413.105,-105.33,5.17,3,1,1,17,1
2759,73.09,10284413.67,-18030.04,28410.89,17.68,4.67,3,1,1,17,1
2760,29.79,4192015.44,69180.44,33908.44,-67.82,6.58,3,0,1,21,1
2761,91.59,12887174.22,750828.07,443998.26,-736.11,2.42,3,1,1,18,0
2762,127.62,17957307.65,780718.49,153271.265,-765.41,22.58,3,1,1,18,1
2763,85.05,8649729.28,-2379362.34,1561615.525,2869.29,12.58,3,1,1,16,1
2764,10.75,4286858.34,476519.63,56361.07,-794.2,10.25,3,0,1,18,0
2765,1.68,330265.48,6247.63,364.185,-4.29,6.5,3,1,1,10,1
2766,0.79,314365.34,-410790.71,14250.245,684.65,4.17,3,0,1,21,0
2767,437.93,40008887.91,1033904.54,149111.2,-980.63,4.33,3,1,1,17,1
2768,0.34,82060.89,-13835.88,196.805,22.03,2.25,3,0,1,12,0
2769,1.13,276745.9,-54165.71,0,86.26,1.42,3,0,1,12,0
2770,40.86,322932.23,-705223.25,7075.47,199.87,2.83,3,1,1,21,0
2771,27.79,11081626.58,22297.82,286916.68,-37.16,20.5,3,1,1,21,1
2772,0.02,990.48,-92123.23,0,46.06,7.17,3,0,1,33,1
2773,3.63,1446623.32,10845.09,3598.31,-18.08,2.5,-1,1,-3,21,0
2774,22.45,2283316.67,41091.93,35950.865,-49.55,2.25,-1,0,-3,18,0
2775,3.85,754723.34,51015.61,3501.215,-35.04,4.25,3,0,1,15,1
2776,0.38,149961.81,-31.65,2530.01,0.05,5.42,-1,0,-3,30,0
2777,143.21,35076653.81,150075.21,1426154.755,-239.01,15.17,3,1,1,18,0
2778,49665.86162,16523791.02,-99924.06,17977.07,97.96,4,3,0,1,21,1
2779,0.78,152920.35,-40746.9,1350.555,27.99,3.08,-1,0,-3,22,0
2780,2.17,304946.89,-195958.39,9151.59,192.12,5.17,3,0,1,21,1
2781,42.02,4274118.89,20406,31085.54,-24.61,2.08,3,0,1,18,0
2782,6.88,968341.59,-425218.8,3356.685,416.88,4.75,3,0,1,20,1
2783,3.89,763274.34,-45979.26,13791.51,31.58,14.5,3,1,1,17,1
2784,76.9,42594713.84,-27909671.28,284816.525,-27909671.28,19.92,3,1,1,18,0
2785,21.45,11883340.66,195579.64,247560.985,195579.64,6.75,3,1,1,18,1
2786,2.45,344320,75065.55,222409.2633,-73.59,4.17,3,-2,1,-4,1
2787,7.68,1081314.72,-665760.97,67417.41,652.71,10.5,3,1,1,12,1
2788,1.12,273650.02,2089.3,6379.75,-3.33,5.42,-1,1,-3,18,0
2789,1.36,265985.77,10979.87,0,-7.54,5.75,-1,0,-3,33,1
2790,0.04,7722.77,-22379.93,38.615,15.37,2.08,-1,0,-3,16,0
2791,2.87,1144838.33,-95578.55,3201.79,159.3,1.92,3,1,1,15,0
2792,2.37,226879.07,8621.91,12936.3,-8.62,6.75,3,1,1,21,1
2793,8.42,855920,50503.35,0,-60.9,4.5,3,0,1,18,0
2794,49665.86162,16523791.02,829048.9088,0,10191.70409,6.17,3,0,1,36,1
2795,9.04,1271493.43,-1470427.96,88144.285,1441.6,8.75,3,0,1,20,1
2796,0.83,203299.01,236.27,0,-0.38,6.58,3,0,1,10,1
2797,6.16,345118.38,-19746.52,445.35,9.87,5.17,3,0,1,15,1
2798,2.94,299009.9,55580.47,0,-67.02,7,3,0,1,21,0
2799,168.72,41323605,5829662.15,949377.035,-9284.31,4.83,3,1,1,18,1
2800,1.5,294871.29,45124.67,0,-30.99,4.75,3,0,1,32,1
2801,72.85,14281708.94,396222.86,171857.975,-272.14,6.67,3,1,1,17,1
2802,34.45,8438291.77,150507.42,104.205,-239.7,5.17,3,1,1,21,1
2803,28.65,2913767.51,118653.29,45137.89,-143.09,6.67,3,1,1,17,0
2804,0.19,19316.84,-1121.11,22.275,1.35,1.42,3,0,1,14,0
2805,19.09,4675975.72,274133.1,22880.015,-436.58,10.42,3,1,1,18,1
2806,10.41,4152028.74,26608.54,75382.43,-44.35,3.25,-1,0,-3,15,0
2807,14.41,113861.39,-554.45,222409.2633,0.16,1.08,3,-2,1,-4,0
2808,5.71,580493.61,-31808.84,2030.175,38.36,1.92,-1,0,-3,18,0
2809,0.47,47722.77,2903.52,222409.2633,-3.5,1.25,3,-2,1,-4,0
2810,8.41,1649327.09,-32764.97,222409.2633,22.5,4,3,-2,1,-4,1
2811,48.9,9587033.61,906613.48,57896.045,-622.69,7.83,3,1,1,21,1
2812,6.4,1254178.59,-274218.72,554.84,188.34,2.58,3,1,1,21,0
2813,49665.86162,16523791.02,829048.9088,0,10191.70409,11.17,3,0,1,22,1
2814,15.25,2146455.87,447000,50304.175,-438.24,2.83,3,1,1,17,0
2815,1.36,333414.69,-114238.15,449.58,181.94,8.58,-1,0,-3,69,1
2816,3.31,1833279.95,-17412.31,52.66,-17412.31,14.75,3,0,1,14,1
2817,1.12,273912.74,-75181.78,157.28,119.73,12.42,3,0,1,18,0
2818,4.21,592903.27,-43127.82,325.03,42.28,1.83,3,0,1,17,0
2819,1.09,212871.29,4944.85,0,-3.4,21,3,0,1,58,1
2820,55.6,7823909.9,-138290.8,6984.695,135.58,1.58,3,0,1,15,0
2821,44.07,4025903.39,-651363.87,81308.83,617.8,20.33,3,0,1,21,0
2822,0.11,62083.08,-111596.47,4639.96,-111596.47,15.42,3,0,1,21,1
2823,15.81,1607446.89,778985.05,12818.695,-939.39,6.17,3,0,1,21,1
2824,4.46,1779585.61,89876,8261.12,-149.79,2.08,3,0,1,12,0
2825,424.43,103954092.4,-443183.95,10258.52,705.81,4,-1,1,-3,18,0
2826,28.56,6996323.48,169080.55,0,-269.28,2.08,-1,0,-3,15,0
2827,8.24,2017993.57,-140892.75,3882.53,224.39,2.92,3,1,1,18,0
2828,1.15,282214.22,-125995.63,41247.2,200.66,3,-1,0,-3,17,0
2829,16.51,4044142.18,26719.41,724.105,-42.55,2.33,3,0,1,16,0
2830,409.97,100412665.2,1233956.28,926538.62,-1965.2,17.42,3,1,1,18,0
2831,1.68,170853.26,37228.06,121.435,-44.89,4,3,0,1,18,1
2832,5.73,2282987.69,-4880.8,4298.19,8.13,2.33,3,1,1,15,0
2833,0.18,70241.09,-1303.61,2345.455,2.17,2.5,3,0,1,18,0
2834,2.93,718308.76,-64427.66,3662.02,102.61,16.17,3,0,1,15,1
2835,49665.86162,16523791.02,-12000,5938.16,19.11,4.67,3,0,1,21,1
2836,316.57,126231709.1,1193384.08,3041597.14,-1988.97,17.5,3,1,1,18,0
2837,35.6,19716169.12,252135.84,44634.81,252135.84,2.42,3,1,1,18,0
2838,6.75,1653635.54,87955.81,37962.165,-140.08,2.42,3,0,1,14,0
2839,0.64,155721.83,2324.6,4828.49,-3.7,1.5,-1,0,-3,15,0
2840,7.61,4212724.69,101918.37,34605.645,101918.37,15.83,3,1,1,18,0
2841,112.63,11454888.38,131396.02,126100.995,-158.45,2.92,3,1,1,18,0
2842,2.34,237597.55,10402.76,8513.75,-12.54,10.67,3,0,1,15,1
2843,1.89,192372.39,-28715.96,5392.015,34.63,7.25,3,0,1,21,1
2844,248.56,34974760.56,-350573.71,1412712.97,343.7,15.25,3,0,1,17,0
2845,0.99,100554.44,-13806.78,258.22,16.65,1.83,3,1,1,12,0
2846,2.08,406799.13,-88535.07,1793.655,60.81,5.75,3,0,1,21,1
2847,0.11,44701.1,-273294.66,3769.72,455.49,4,3,1,1,21,0
2848,18,1830649.09,188480.81,222409.2633,-227.29,1.67,3,-2,1,-4,0
2849,2.78,282863.72,-105321.4,222409.2633,127.01,2.25,3,-2,1,-4,0
2850,157.99,38696416.81,258437.88,788734.19,-411.59,17.67,3,1,1,18,1
2851,0.15,15429.7,-86648.03,222409.2633,104.49,6.25,3,-2,1,-4,1
2852,6.73,2683062.91,-759101.81,26133.305,1265.17,2.08,3,0,1,15,0
2853,15.04,1529428.36,984.46,5263.865,-1.19,6.17,-1,0,-3,12,1
2854,7.87,1928598.99,19248.67,3330.565,-30.66,1.08,3,1,1,12,0
2855,3.65,1456904.87,-139070.69,42970.06,231.78,3.25,-1,0,-3,21,0
2856,34.26,6716439.44,-1507548.43,181168.6,1035.43,16.42,3,1,1,18,1
2857,37.64,9218201.44,-2505616.07,30060.57,3990.44,4.42,3,1,1,18,0
2858,54.24,13285492.48,10060.97,21394.315,-16.02,4,3,1,1,17,1
2859,6.73,484395.97,6675.33,0,-2.85,9.42,3,0,1,21,1
2860,6.06,1484639.85,-832752.41,10307.805,1326.24,21,3,0,1,18,0
2861,1.94,272373.18,93032.97,426.03,-91.21,4.67,3,0,1,21,1
2862,41.73,5871502.24,-2968.81,11130.11,2.91,6.83,3,1,1,17,1
2863,12.11,1231644.76,259171.93,67149.02,-312.54,11.58,3,1,1,17,1
2864,34.93,6847823.66,21020.39,435773.13,-14.44,3.83,-1,0,-3,18,0
2865,12.29,4902336.56,4989.53,25967.935,-8.32,1.67,-1,0,-3,15,0
2866,4.37,614674.19,5094.78,3583.84,-4.99,2.58,-1,0,-3,15,0
2867,56.81,13914494,196546.46,68744.81,-313.02,2.33,3,0,1,17,0
2868,2.91,712374.98,-19394.86,13664.46,30.89,16.5,3,1,1,21,1
2869,191.74,106198402.2,589575.92,2351222.455,589575.92,20.08,3,1,1,21,0
2870,1.47,585442.08,7595.5,0,-12.66,2.17,-1,0,-3,15,0
2871,2.64,518219.41,-148227.11,15925.2,101.81,3.25,3,1,1,21,0
2872,66.01,36559014.08,953294.14,672351.71,953294.14,9.75,-1,1,-3,21,0
2873,1.33,326453.13,-31818.11,689.185,50.67,2.5,-1,0,-3,15,0
2874,10.21,2501205.62,-53854.94,0,85.77,4.75,3,0,1,32,1
2875,55.21,13521171.71,372804.4,71375.685,-593.73,4.08,3,1,1,17,1
2876,0.19,73942.2,-876.9,110427.11,1.46,3.08,3,1,1,21,0
2877,60.57,24151680.8,-377693.97,538321.06,629.49,2.33,3,1,1,12,0
2878,1.58,877241.47,-92082.26,13182.875,-92082.26,3,3,0,1,16,0
2879,0.11,59742.58,-12704.03,222409.2633,-12704.03,1.33,3,-2,1,-4,0
2880,2.45,975270.3,10230.71,48214.535,-17.05,2.75,3,0,1,21,0
2881,0.69,276645.14,-59789.94,8078.07,99.65,1.67,-1,1,-3,20,0
2882,0.68,376016.48,-16850.12,72581.73,-16850.12,10.25,3,1,1,15,0
2883,12.37,2425079.28,-184.35,7999.485,0.13,3.17,-1,0,-3,15,0
2884,0.31,22079.21,-26897.83,0,11.47,2.25,3,0,1,21,0
2885,17.31,4240061.53,62590.4,33407.245,-99.68,7.25,-1,1,-3,18,1
2886,16.37,4009232.44,180064.94,56893.705,-286.77,3.92,-1,0,-3,21,0
2887,0.31,170619.47,5947.63,576.75,5947.63,2.08,-1,1,-3,18,0
2888,4.62,1132009.76,36865.79,1776.345,-58.71,2.25,3,1,1,12,0
2889,6.44,616232.33,20984.65,443.335,-20.98,1.83,3,0,1,12,0
2890,1.94,197764.53,-102231.48,999.355,123.28,2.83,3,0,1,14,0
2891,5.45,1069192.26,-72718.96,20744.695,49.95,3.08,3,1,1,21,0
2892,0.1,10405.74,3922.55,52.025,-4.73,2.83,-1,1,-3,9,0
2893,1171.29,286880799.8,-27050433.42,0,43080.46,2.42,3,0,1,16,0
2894,0.13,30811.88,-25324.64,222409.2633,40.33,1.75,3,-2,1,-4,0
2895,49665.86162,16523791.02,-36463.72,222409.2633,43.97,4.33,3,-2,1,-4,0
2896,622.12,87537168.62,85869.01,140687.67,-84.19,4.75,3,1,1,17,1
2897,1.21,236966.53,-25201.21,0,17.31,3.08,3,0,1,18,0
2898,8.81,3511143.95,2556425.08,0,-4260.71,3.67,-1,0,-3,15,0
2899,2.03,496625.01,1154.42,11939.485,-1.84,1.33,3,1,1,12,0
2900,0.25,61255,-24080.98,222409.2633,38.35,1.58,3,-2,1,-4,0
2901,19.76,3873222.07,-1510.64,39225.79,1.04,2.67,3,0,1,15,0
2902,0.3,121247.17,-1985710.18,30799.19,3309.52,3.33,-1,0,-3,18,0
2903,7.83,1534169.88,150356.96,83374.66,-103.27,15.17,3,1,1,18,1
2904,0.33,33159.96,-13129.98,19.87,15.83,4.5,3,1,1,21,0
2905,0.01,776.7,-27729.11,11.65,27.19,2.58,-1,0,-3,20,0
2906,31.01,7595411.25,-6361.39,295147.345,10.13,2.25,3,0,1,21,0
2907,0.99,241261.4,-105609.87,326.35,168.19,3.67,3,0,1,17,0
2908,8.58,872524.27,-720824.35,8733.495,869.25,1.92,-1,0,-3,20,0
2909,0.37,148119.81,-15699.35,222409.2633,26.17,1.25,3,-2,1,-4,0
2910,49665.86162,16523791.02,280.05,222409.2633,-0.34,5.17,3,-2,1,-4,1
2911,10.61,2597516.57,-693.41,148.86,1.1,7,3,0,1,21,1
2912,3.41,669000,-56192.54,1747.575,38.59,3.5,3,0,1,21,0
2913,2.25,228755.44,68023.49,2924.125,-82.03,4.42,3,0,1,20,0
2914,26.07,6385654.98,60556.59,32199.875,-96.44,5,3,1,1,17,1
2915,3097.4,296447046.5,20710372.63,10133755.09,-20710.37,13.42,3,1,1,18,1
2916,49665.86162,16523791.02,829048.9088,1022.3,10191.70409,2.17,3,0,1,18,0
2917,2.73,534956.99,-1034.26,1131.485,0.71,1.08,3,0,1,12,0
2918,0.73,289320.39,-12186.79,222409.2633,20.31,1.25,3,-2,1,-4,0
2919,7.38,1807472.88,364764.31,83055.71,-580.92,6.42,3,1,1,18,1
2920,242.26,24638540.68,195497.11,62801.975,-235.75,2.58,3,1,1,17,0
2921,12.62,5034133.73,114952.26,319344.1,-191.59,3.33,-1,1,-3,20,0
2922,0.13,32681.6,-33020.33,222409.2633,52.59,2,3,-2,1,-4,0
2923,4.36,613152.94,-14201.46,37336.27,13.92,6.42,3,0,1,21,1
2924,8.32,845962.36,191768.98,0,-231.26,2.5,3,0,1,30,0
2925,10.23,1040590.27,8059.53,12867.315,-9.72,4.67,-1,0,-3,18,1
2926,74.59,18270078.88,286059.09,101878.57,-455.58,8,3,1,1,17,0
2927,0.68,269643.56,19410,222409.2633,-32.35,0.67,3,-2,1,-4,0
2928,1.01,246473.95,-99812.02,73844.595,158.96,6.75,3,0,1,21,1
2929,5.04,512085.08,1058.36,2931.165,-1.28,2,3,1,1,15,0
2930,2.79,267326.73,268774.17,0,-268.77,11.17,3,0,1,22,1
2931,49665.86162,16523791.02,-907495.44,0,1094.36,10.92,3,0,1,18,1
2932,7.04,1379670.79,-5554.18,22961.61,3.81,2.33,3,0,1,17,0
2933,65.58,26151216.07,-320029.55,212766.895,533.38,3,3,1,1,18,0
2934,10.25,4086260.56,396484.46,1738.365,-660.81,12.08,-1,0,-3,12,1
2935,2.38,334418.63,4936.36,1031.355,-4.84,2.5,3,0,1,21,0
2936,0.11,14913.27,-111860.01,1904.61,109.67,3.42,3,0,1,22,0
2937,44.54,10909444.08,99456.08,40535.87,-158.39,5.42,3,1,1,17,1
2938,9.52,3795824.72,-1037618.21,77776.42,1729.36,10.25,3,0,1,18,1
2939,3.96,969377.9,4102.21,0,-6.53,4.08,3,0,1,21,0
2940,12.49,700006,-211940.85,55559.69,105.97,3.08,-1,1,-3,16,0
2941,49665.86162,16523791.02,829048.9088,0,10191.70409,12.58,3,0,1,10,1
2942,34.09,4796594.55,1017358.26,125565.555,-997.41,15.33,3,1,1,17,1
2943,33.55,4720946.24,47572.24,22226.84,-46.64,8.75,3,1,1,21,0
2944,100.47,40063267.28,402457.49,171681.605,-670.76,1.25,3,1,1,14,0
2945,126.28,17767957.28,1331386.2,168967.34,-1305.28,4.33,3,1,1,18,1
2946,0.57,138625.51,-35051.13,0,55.82,7.08,3,0,1,18,0
2947,4.68,1146584.67,-50354.06,5512.93,80.19,1.08,-1,0,-3,12,0
2948,1.29,714162.17,-843.86,5930.235,-843.86,2.92,-1,0,-3,17,0
2949,8.23,461431.95,-1194.98,3917.555,0.6,2.17,3,0,1,20,0
2950,2.51,492272.75,-33651.35,222409.2633,23.11,1.75,3,-2,1,-4,0
2951,6.31,353503.82,5294.69,29.705,-2.65,2.92,3,0,1,18,0
2952,2.54,142211.08,-22135.5,0,11.07,4.92,-1,0,-3,33,1
2953,220.1,53909253.59,144556.8,51605.12,-230.22,2,3,1,1,17,0
2954,15.2,2138523.5,686471.54,15066.375,-673.01,3.08,3,0,1,20,0
2955,7.19,1011191.34,5164.06,42463.045,-5.06,5.17,3,0,1,15,1
2956,30.5,5979228.1,94643.39,74505.745,-65,4.67,3,1,1,17,1
2957,39.79,7800605.7,180474.53,76826.405,-123.96,3.58,-1,1,-3,18,0
2958,7.64,1075501.62,-14574.86,0,14.29,5.25,-1,0,-3,21,1
2959,1.04,202970.3,-42404.67,222409.2633,29.12,3.42,3,-2,1,-4,0
